original_comment,processed_comment,actual_label,predicted_label
You mean these hoes RT @KingHorseDick: Russ never gonna be happy bruh,mean hoe rt kinghorsedick rus never going happy bruh,1,1
You must be part of the cat family. . Cuz you're a fucking pussy,must part cat family youre fucking pussy,1,1
You must be retarded &#8220;@YahAriah: &#8220;@septicaIs: Quote with a thirst trap &#128520;&#8221;&#128069;&#128069;&#128069; http://t.co/qPZx198vNt&#8221;,must retarded 8220yahariah 8220septicais quote thirst trap 1285208221128069128069128069 httptcoqpzx198vnt8221,1,1
You need a muzzle for your horse face bitch.,need muzzle horse face bitch,1,1
You need a nicca like me to bring that freak outta you,need nicca like bring freak outta,1,1
"You never heard ""i think i have weed poisoning"" cause it dont exist hoe",never heard think weed poisoning cause dont exist hoe,1,1
"You never invite me anywhere, yet you bitch about it when I do it to you? No.",never invite anywhere yet bitch,1,1
You nigga eating these hoes pussy but they ain't worth it,nigga eating hoe pussy aint worth,1,1
You niggas puttin bitches you haven't even fucked yet on a pedestal. Scratch her off your hit list b. You ain't never hittin that.,nigga puttin bitch havent even fucked yet pedestal scratch hit list b aint never hittin,1,1
You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.,nigga talking female trying get pussy dont realize youre boosting ego getting curved,1,1
You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..,nigga would rather girl wear jean j instead tight dress heel faggot,1,1
You niggaz is bitches better yet actresses da k hit ya ass nd flip you like a pissy mattress,niggaz bitch better yet actress da k hit as nd flip like pissy mattress,1,1
You nigguhs glorifying pussies,nigguhs glorifying pussy,1,1
You not playing me bitch I know wassup,playing bitch know wassup,1,1
"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt",old bittersalty as niccas make flesh crawl bone bitch dontarguejustacceptit,1,1
You only bully people you know you can. Why you ain't do this in the playoffs bitch? @KingJames,bully people know aint playoff bitch kingjames,1,1
You out there popping them pills fucking them stank hoes.. Keep it real you ain't really bout your bank roll.. You're satisfied.,popping pill fucking stank hoe keep real aint really bout bank roll youre satisfied,1,1
You poor soul RT @VICD713ENT: Cuz fat bitches the only thing that I like,poor soul rt vicd713ent fat bitch thing like,1,1
You pussy if you lie for pussy &#128175;&#128175;,pussy lie pussy 128175128175,1,1
"You pussy nigga, I see ya whiskers",pussy nigga see whisker,1,1
You ratchet ass bitches gonna have nobody to blame but yourself when you get an std,ratchet as bitch going nobody blame get std,1,1
You really can't be too nice to bitches that's the easiest way to get cheated on,really cant nice bitch thats easiest way get cheated,1,1
You right fam. RT @pufntrees: @202SOLE jus peeped ur tl.cmon son.look at em.he a bitch,right family close friend rt pufntrees 202sole jus peeped tlcmon sonlook emhe bitch,1,1
You said I texted u and told u I missed you? Yeah I did bitch like 4 weeks ago. Grow up,said texted told missed yeah bitch like 4 week ago grow,1,1
You said that's yo bitch but that bitch look fu &#128551;,said thats hey bitch bitch look fu 128551,1,1
You said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,said smoking strong wrong smoking trash aint lung aint pressure,0,1
You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,said smoking strong wrong smoking trash lung aint pressure,0,1
You say I'm a bitch? I say I'm a woman with a strong personality that doesn't play well with others!&#128074;,say im bitch say im woman strong personality doesnt play well others128074,1,1
"You say it like they're a new toy, they're children you dumb bitch &#8220;@Knia_Amareee: Mixed Babies,I want one &#128525;&#128525;&#128525;&#128525; http://t.co/7riWuwamLz&#8221;",say like theyre new toy theyre child dumb bitch 8220kniaamareee mixed babiesi want one 128525128525128525128525 httptco7riwuwamlz8221,1,1
You say no to ratchet pussy but juicy-j can't! Bands will make her dance,say ratchet pussy juicyj cant band make dance,1,1
"You say no to ratchet pussy, juicy j cant.",say ratchet pussy juicy j cant,1,1
You say that bitch bad but she ain't shit to me !,say bitch bad aint shit,1,1
You say you classy and sadity I say bitch you a tease,say classy sadity say bitch tease,1,1
You say you gotta new bitch?,say gotta new bitch,1,1
You scared I ain't scared to beat the pussy up,scared aint scared beat pussy,1,1
You scum bro RT @HURRICANESENSEI: When tha pussy was trash but she still txt yu... http://t.co/5tasiq5YO8 my life ain't shit,scum brother rt hurricanesensei tha pussy trash still txt yu httptco5tasiq5yo8 life aint shit,1,1
You see me bussing this bitch &#128064;&#128299;&#128584;&#128175;,see bussing bitch 128064128299128584128175,1,1
You see me shining on yo bitch ass &#128570;&#128571;&#10024;&#127775;&#128171; http://t.co/ekWNL6bau4,see shining hey bitch as 12857012857110024127775128171 httptcoekwnl6bau4,1,1
You see these two pussies Jason capuano nd Jason cousins taking Chit on the gram but ain't about that&#8230; http://t.co/IPYnkaqUfz,see two pussy jason capuano nd jason cousin taking chit gram aint that8230 httptcoipynkaqufz,1,1
You see you? You a bitch you.... Talk shit nigga you'll get ya issue!!,see bitch talk shit nigga youll get issue,1,1
You selfish bitch... I bet you love running.. I sure do.,selfish bitch okay sure love running sure,1,1
You should have to be over 6 foot and 220 lbs to buy a truck. We know most of you get em cause you're scrawny country pussies.,6 foot 220 lb buy truck know get em cause youre scrawny country pussy,1,1
You should probably go clean your nasty pussy and not worry about wtf I'm doing.,probably go clean nasty pussy worry fuck im,1,1
You some type of special faggot if you bring chocolate Swishers to a smoke session.,type special faggot bring chocolate swishers smoke session,1,1
You state it gook,state gook,1,0
You still can't turn a hoe into a house wife !,still cant turn hoe house wife,1,1
You still fuckin with a sorry ass nigga that makes you a sorry ass bitch #Mimi #NotSorry,still fuckin sorry as nigga make sorry as bitch mimi notsorry,1,1
You still that nigga b don't trip. They just hatin cause they got no bitches RT @THEOilogy: Nigga stole on me... Princess punch.,still nigga b dont trip hatin cause got bitch rt theoilogy nigga stole princess punch,1,1
You tha hoe,tha hoe,1,1
"You the bitch nigga type, you ain't never had a fight.",bitch nigga type aint never fight,1,1
You think America has crooked laws?Women in other countries get executed in the street for shoning.You American hoes wouldn't make it.,think america crooked lawswomen country get executed street shoningyou american hoe wouldnt make,1,1
You think I'd learn by now that once red flag bullshit appears to gtfo. But nooooo I have to have faggot ass faith in people.,think id learn red flag bullshit appears gtfo nooooo faggot as faith people,1,1
You think she classy niggah but she really ratchet,think classy niggah really ratchet,1,1
You think you're pussy is wet? My kitten drowned two days ago.,think youre pussy wet kitten drowned two day ago,1,1
You thought I was playin when I cut that bitch off,thought playin cut bitch,1,1
"You too old to be on Twitter, crying like a bitch...",old twitter cry like bitch,1,1
You trash tho RT @OME23Y: Edgewood Basketball court NOW!!!!,trash tho rt ome23y edgewood basketball court,1,0
You tried me hoe. I can sinf,tried hoe sinf,1,1
You unfollowed me? You dumb cunt!! Jk..I don't blame you.,unfollowed dumb cunt jki dont blame,1,1
You wanna find hoes on here? Just follow the chicks who reply with heart eyes under sex gifs,wanna find hoe follow chick reply heart eye sex gifs,0,1
"You wanna hot body
You wanna Bugatti
You wanna Maserati
You better rob a bank bitch",wanna hot body wanna bugatti wanna maserati better rob bank bitch,1,1
"You wanna know some crazy shit? Without the sunshine, you could find a SHADY bitch!",wanna know crazy shit without sunshine could find shady bitch,1,1
You wanna watch the game she wanna watch #scandal but yo bitch ass didn't buy her another tv so you gotta take da L,wanna watch game wanna watch scandal hey bitch as didnt buy another tv gotta take da l,1,1
You want a smart educated dumb bitch you can date. #Lol #drunktalk,want smart educated dumb bitch date laugh loud drunktalk,1,1
"You want me on the couch playing video games where you can see me or out with my friends with other pussy in reach, bae?",want couch playing video game see friend pussy reach significant,1,1
You want thingamabobs? I got twenty bitch,want thingamabob got twenty bitch,1,1
You was never with me if you let what another bitch say change your actions towards me &#128080;,never let another bitch say change action towards 128080,1,1
You was nothing but a dirty whore!!! Fuck you bitch,nothing dirty whore fuck bitch,1,1
You will never get a &#128141;&#128142; if you don't know how to cook &#127831;&#127830;&#127837;&#127844;&#127835;&#127829; for ya man fr atleast not from a nigga like me. Slackin ass bitches,never get 128141128142 dont know cook 127831127830127837127844127835127829 man real atleast nigga like slackin as bitch,1,1
You working today faggot? @Pipe_Tyson,working today faggot pipetyson,1,1
"You workout, tweet, Instagram, tweet, text some hoes, xbox, fall asleep these young boys ain't gotta clue what grinding is",workout tweet instagram tweet text hoe xbox fall asleep young boy aint gotta clue grinding,1,1
You you can't get no money silly hoe,cant get money silly hoe,1,1
You&#8217;re a bitch RT @FuckingPatBro: Ain&#8217;t seen y&#8217;all lose that bad since&#8230; RT @Thotcho: At work slitting my wrists currently. Thanks tom brady,you8217re bitch rt fuckingpatbro ain8217t seen y8217all lose bad since8230 rt thotcho work slitting wrist currently thanks tom brady,1,1
You&#8217;re a little bitch RT @FuckingCashBro: RT @Thotcho: my team got blown out in the Super Bowl,you8217re little bitch rt fuckingcashbro rt thotcho team got blown super bowl,1,1
You'll never catch me in public with a chick that got an iPhone 4s. I'm only seen in public with classy bitches,youll never catch public chick got iphone 4 im seen public classy bitch,1,1
You're a bad bitch and I want you.,youre bad bitch want,1,1
You're a bitch &amp; I hate you,youre bitch amp hate,1,1
You're a bitch dawg. A straight bitch.,youre bitch dawg straight bitch,1,1
You're a dumb bitch. Wow.,youre dumb bitch wow,1,1
You're a faggot if you use the cover your face emoji,youre faggot use cover face emoji,1,1
You're a hoe ass faggot bitch cunt nigga,youre hoe as faggot bitch cunt nigga,1,1
You're a pussy shut up,youre pussy shut,1,1
You're a stupid fucking bitch,youre stupid fucking bitch,1,1
You're a stupid hoe,youre stupid hoe,1,1
You're all faggot fuckheads.,youre faggot fuckhead,1,1
You're all just crows on the power lines.,youre crow power line,0,0
You're an ugly fat cunt whore. You need to odee,youre ugly fat cunt whore need odee,1,1
"You're an ugly fucking bitch, get off your high horse",youre ugly fucking bitch get high horse,1,1
You're black? Your name looks Hungarian. You marry a Hunky? @JulieSczesny @ChrisLoesch,youre black name look hungarian marry hunky juliesczesny chrisloesch,0,1
You're dismissed bitch. @ConchGunny: @00_jackie no.. i wanna play with you thumper..&#8221;,youre dismissed bitch conchgunny 00jackie wanna play thumper8221,1,1
"You're irrelevant, bitch",youre irrelevant bitch,1,1
You're just another nigguh.,youre another nigguh,1,1
You're just trash like sorry,youre trash like sorry,0,1
You're like a lucky leprechaun with a charmed day on your hand... More for Gemini http://t.co/2nx6NlOxOe,youre like lucky leprechaun charmed day hand gemini httptco2nx6nloxoe,0,1
You're no way near about that life bitch lmao,youre way near life bitch laughing as,1,1
You're not a very good listener &#8220;@_NoVacancies: &#8220;@DJZeeti: twitpic a selfie with a bad bitch @ZeetisGirls&#8221; http://t.co/TGqzQSzJi1&#8221;,youre good listener 8220novacancies 8220djzeeti twitpic selfie bad bitch zeetisgirls8221 httptcotgqzqszji18221,1,1
You're pussy ass set don't mean shit to me.,youre pussy as set dont mean shit,1,1
You're standing on a slippery slope where it's all too easy to... More for Libra http://t.co/7THsA7v26i,youre standing slippery slope easy libra httptco7thsa7v26i,0,0
You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc... http://t.co/hJnV01NTGB,youre stuck ghetto middle school day step g 8212 fuck ah stuck middle school game jusy bc httptcohjnv01ntgb,0,1
"You're such a fake bitch. I cannot stand you. If you read this and wonder if its about you, it probably is.",youre fake bitch cannot stand read wonder probably,1,1
You're such a pussy &#128514;&#128514;,youre pussy 128514128514,1,1
You're ugly anyway hoe. Sit tf down somewhere,youre ugly anyway hoe sit tf somewhere,1,1
"You're unattractive &#8220;@Therealalonig: $10,000 dinner dates with yo man bitch. #pow @karrueche http://t.co/KRFe8NXWNz&#8221;",youre unattractive 8220therealalonig 10000 dinner date hey man bitch pow karrueche httptcokrfe8nxwnz8221,1,1
Young Gem &amp; Don Chief been killing it in the yo...going in on that real music..no bubble gum trash in the booth... http://t.co/lkjNb7uZmt,young gem amp chief killing yogoing real musicno bubble gum trash booth httptcolkjnb7uzmt,1,1
Young Thug called a bitch his twin on a track. I don't even know what he mean by that but I'm definitely bout to start calling bitches that,young thug called bitch twin track dont even know mean im definitely bout start calling bitch,1,1
Young bitches talk about their new man ALLLL DAY....as if anyone is really intrested in that shit lol,young bitch talk new man allll dayas anyone really intrested shit laugh loud,1,1
Young jezzy dat nigguh,young jezzy dat nigguh,1,1
"Young, stupid ass hoes these days&#128514;&#128514;#GOTDAYUM",young stupid as hoe days128514128514gotdayum,1,1
"Your A Good Gravedigger, Charlie Brown #SpookyBroadway @midnight",good gravedigger charlie brown spookybroadway midnight,0,0
Your acting like a spoiled little faggot have fun,acting like spoiled little faggot fun,1,1
Your bitch always said she wanna fuck a real nigga,bitch always said wanna fuck real nigga,1,1
Your bitch choosing just Let'R!,bitch choosing letr,1,1
Your bitch frontin' that's you! My bitch stuntin' that's me!,bitch frontin thats bitch stuntin thats,1,1
Your bitch got her lipstick on my dick...,bitch got lipstick dick,1,1
Your bitch is a fake sack of potatoes,bitch fake sack potato,1,1
Your bitch only wanna fuck when you doing something that has nothing to do with her.Like playing video games or watching the game.,bitch wanna fuck something nothing herlike playing video game watching game,1,1
Your bitch playing games? I may be the joystick,bitch playing game may joystick,1,1
Your bitch want to fuck the squad &#128527;&#128076;,bitch want fuck squad 128527128076,1,1
Your bitch wants to go to Little Italy with me tonight. Told her no. Fuck a thot.,bitch want go little italy tonight told fuck hoe,1,1
"Your boobs are fake, you're a little bitch, you're not cute, and I want to punch you.",boob fake youre little bitch youre cute want punch,1,1
Your ex wife's #pussy tastes like sweet butter @vicmackey #theshield,ex wife pussy taste like sweet butter vicmackey theshield,1,1
"Your eyebrows on fleek, but ya pussy on stink",eyebrow fleek pussy stink,1,1
"Your girl pussy like a walk in clinic, the cure for every sick nigga",girl pussy like walk clinic cure every sick nigga,1,1
Your girls pussy smells like sour cream and onions,girl pussy smell like sour cream onion,1,1
Your grammar is trash.,grammar trash,0,0
Your leader rocks a fucking mo hawk and dances like a faggot from ATL @HoustonRockets,leader rock fucking mo hawk dance like faggot atl houstonrockets,1,1
Your name follows the word cunt in the dictionary sooo what's that tell you?,name follows word cunt dictionary sooo whats tell,1,1
Your new bitch my old hoe,new bitch old hoe,1,1
Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.,pathetic plan failed enjoy phone fucking monkey let see as benton park wanna talk shit ill carve face,1,1
Your pussy hella tight. Took me an hour to slide in that mothafucka &#8220;@flaidfirnruht: &#8220;@07Cannon: Quote and I'll compliment you&#8221;&#8221;,pussy hella tight took hour slide mothafucka 8220flaidfirnruht 822007cannon quote ill compliment you82218221,1,1
"Your pussy hole must be small ""@SoNi99a_: the adjustment phase? RT @80sbaby4life Tf is ""gentle intercourse"" ....""",pussy hole must small soni99a adjustment phase rt 80sbaby4life tf gentle intercourse,1,1
Your retarded.,retarded,1,1
Your vaginal walls are inflammed by a fuck nigga that's fucking you and a few other bitches. Cut em as you complete your treatment.,vaginal wall inflammed fuck nigga thats fucking bitch cut em complete treatment,1,1
"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman",youre fucking ugly bitch wanna stab death play around blood patrick bateman,1,1
"Yous a Gold bottle, These hoes pink mascato",yous gold bottle hoe pink mascato,1,1
Yous a bitch ass nigga &#8220;@LilReese300: Rt i Push the tape bac till around Labor Day weekend turn up...#300&#8221;,yous bitch as nigga 8220lilreese300 rt push tape bac till around labor day weekend turn up3008221,1,1
Yu a bitch made nigga,yu bitch made nigga,1,1
Yuh bitch voz de mando at ok was the best mf Friday yet :),yuh bitch voz de mando ok best mf friday yet,1,1
Yung nigger move that dope,yung nigger move cool awesome,1,1
Yup RT @Durags4Eva: Egg nog trash rap,yup rt durags4eva egg nog trash rap,0,1
Yup! RT @STheMisfit Then she got AIDs and died RT @MissBl0ndee: Jenny was a bitch! #forestgump,yup rt sthemisfit got aid died rt missbl0ndee jenny bitch forestgump,1,1
"Yup, I officially do not like you. You are a needy greedy bitch who needs to have it your way.",yup officially like needy greedy bitch need way,1,1
Yuu Hinouchi gets fucked by two guys until she gets her pussy&#160;creamed http://t.co/ElXktXI1Lv,yuu hinouchi get fucked two guy get pussy160creamed httptcoelxktxi1lv,1,1
Zach Huggins tell yo bitch to leave me tf alone,zach huggins tell hey bitch leave tf alone,1,1
Zack still questions my love for Oreos lol,zack still question love oreo laugh loud,0,1
Zelda bitches lol @joeylattime https://t.co/Cp88AA7pms,zelda bitch laugh loud joeylattime httpstcocp88aa7pms,1,1
"Zhou Mi was just layin on his bed and SM just busted into his room and was like ""You gettin a song bitch""",zhou mi layin bed sm busted room like gettin song bitch,1,1
Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK,zimmerman comin hey life bitch httptcokhdz1vdnsk,1,1
Zuko gets bitches,zuko get bitch,1,1
"[9-1-13] 2:50 pm ""son of a bitch ate my mac n cheese"" http://t.co/My5oJYZ8w9",9113 250 pm son bitch ate mac n cheese httptcomy5ojyz8w9,1,1
\\ fake bitches \\,fake bitch,1,1
"a bitch can have two black eyes, bloody lip, scalp bleeding, bruises, and a broken arm and still be like ""but i love him!"" lmao",bitch two black eye bloody lip scalp bleeding bruise broken arm still like love laughing as,1,1
a bitch in my math class right now is actually eating just straight up Nutella &#128563;#WEREYOURAISEDINABARN,bitch math class right actually eating straight nutella 128563wereyouraisedinabarn,1,1
"aaahhhhh my internet has died, for the whole weekend I'm told, just in time to teach me the true spirit of christmas. fucking cunt.",aaahhhhh internet died whole weekend im told time teach true spirit christmas fucking cunt,1,1
"about to drunkenly get a free 3D printed bracelet that says ""fake ho""",drunkenly get free 3d printed bracelet say fake ho,1,1
actin awfully slutty for a bitch in a winnie the pooh sweater http://t.co/0gexxJ3SVv,actin awfully slutty bitch winnie pooh sweater httptco0gexxj3svv,1,1
add me on snapchat bitches @ erinblair,add snapchat bitch erinblair,1,1
addicted to pussy poppin,addicted pussy poppin,1,1
"after the steelers lost the superbowl i loaded up the black and yellow gmix on my moms computer, i think the youtube page is still open",steelers lost superbowl loaded black yellow gmix mom computer think youtube page still open,0,0
ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!,ah nigga dat care opinion get involve hoe shit either gay broke aint getting enough pussy,1,1
ahah fucking queer @KingJames kill urself,ahah fucking queer kingjames kill urself,1,1
ahaha pussy is king,ahaha pussy king,1,1
ahahahh!!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1,ahahahhping pang pow like shout 2 brother dre hogg style ent uza fool 4 dis 1,0,1
ain't Kj &amp; Mello's... RT @MidCityAce: Who's daddy a fuck nicca?,aint kj amp mellos rt midcityace who daddy fuck nicca,1,1
"ain't my hoe, I just thought it was.&#128524;&#128080;",aint hoe thought was128524128080,1,1
ain't no bitch got shit on me,aint bitch got shit,1,1
ain't nuttin ta cut that bitch off,aint nuttin ta cut bitch,1,1
ain't the bitch Mimi still wit Gay ass Nikko????,aint bitch mimi still wit gay as nikko,1,1
ain't trusting no bitch or no nigga... hoe or no sucka,aint trusting bitch nigga hoe sucka,1,1
aint nuthin retarded bout Gucci but this gold rolex,aint nuthin retarded bout gucci gold rolex,1,1
aint shit pretty but my bitch and my mama .. anyone can get the drama,aint shit pretty bitch mama anyone get drama,1,1
aint shit without my scale bitch i live that bag life,aint shit without scale bitch live bag life,1,1
aka don't ignore me bitches,aka dont ignore bitch,1,1
all I eva wanted was some muh fuckin guala,eva wanted muh fuckin guala,1,1
all i wanted was a hundred million dollars and a bad bitch,wanted hundred million dollar bad bitch,1,1
all my exes are bitches,ex bitch,1,1
all of us on Twitter do that already #shutupcrybaby lol RT @Shallow__Al I need. one of you to step up and volunteer to listen to me bitch.,u twitter already shutupcrybaby laugh loud rt shallowal need one step volunteer listen bitch,1,1
all the bitches love me http://t.co/vDnuFGJ37p,bitch love httptcovdnufgj37p,1,1
"all the money n the pussy I want, I need that there",money n pussy want need,1,1
"all them ""model"" hoes follow a nigga...""blow up""...an then hit the infamous imma only follow 25 people wave...",model hoe follow niggablow upan hit infamous imma follow 25 people wave,1,1
"all these Ciara songs are old to me bitches , they from like 2 weeks ago lml, #basicbitches",ciara song old bitch like 2 week ago lml basicbitches,1,1
"all these bad bitches, man they want the ____",bad bitch man want,1,1
"all these beautiful bitches, sucha beautiful thing",beautiful bitch sucha beautiful thing,1,1
all these hoes so familiar &#128564;&#128564; #JuiceTweet,hoe familiar 128564128564 juicetweet,1,1
all these hoes sweating and chasing niggas on this show&#128553;,hoe sweating chasing nigga show128553,1,1
all y'all some hoes tbh,yall hoe honest,1,1
almightydavehunna's photo http://t.co/QFK2jhStc4 haha bitch ass Shmedium hit that hoe with that caption &#128557;&#128514;,almightydavehunnas photo httptcoqfk2jhstc4 haha bitch as shmedium hit hoe caption 128557128514,1,1
almost dragged my suite mate last night... hoe really came banging on our door 2am,almost dragged suite mate last night hoe really came banging door 2am,1,1
although last night my lady told me the key to happiness was new pussy,although last night lady told key happiness new pussy,1,1
always my hoes skinny who are losing money due to therapy bills http://t.co/zu1uoYQF9u,always hoe skinny losing money due therapy bill httptcozu1uoyqf9u,1,1
"always okay to bring your ho to the barbershop though, they usually cool af",always okay bring ho barbershop though usually cool fuck,1,1
am i the inly one seeing Austin Rivers out play @theofficialeg10 bitch ass tonite?,inly one seeing austin river play theofficialeg10 bitch as tonite,1,1
and I gotta say I dont like this ashley brooks. omfg creepy psycho bitch,gotta say dont like ashley brook omfg creepy psycho bitch,1,1
"and another one &#8220;@07Cannon: Two hoes? RT ""@xoxo_imaunicorn: y'all know what we are?! &#128514;&#128514;"" http://t.co/XI5Aod1FAo&#8221;",another one 822007cannon two hoe rt xoxoimaunicorn yall know 128514128514 httptcoxi5aod1fao8221,0,1
and if that's yo bitch then you may have to fight holmezz,thats hey bitch may fight holmezz,1,1
"and im retarded too, i keep answering the house phone when i know it aint for me :l",im retarded keep answering house phone know aint l,1,1
and my bitch so bad that I'm never ever cheating,bitch bad im never ever cheating,1,1
"and now every time me and my friend talk, no matter the subject, her nips haunt us. it's as if one nip was introducing itself to the other.",every time friend talk matter subject nip haunt u one nip introducing,0,1
"and these hoes shallow, shiesty, trifling, but we been knew that.",hoe shallow shiesty trifling knew,1,1
"and this is why I'm single, I don't fuck with bitches or there attitudes foh.",im single dont fuck bitch attitude foh,1,1
and trying to maintain this color is gonna be a fuckin bitch like i washed my hair once and it already started going blonde again idk idk,trying maintain color going fuckin bitch like washed hair already started going blonde I know I know,1,1
"animal crackers are the fuckin bomb, yo",animal cracker fuckin bomb hey,1,1
another long night with allergies! need better ned than zertec or however you spell it!,another long night allergy need better ned zertec however spell,0,1
anybody on the team has permission to fuck my bitch @Royals,anybody team permission fuck bitch royal,1,1
anybody remember that movie Thumbelina? I didn't noticed how flamin' the bird was until now,anybody remember movie thumbelina didnt noticed flamin bird,0,0
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,anybody want sugar maple sapling 50 popping heidis hillbilly beach emms planted two friday,0,1
anybody want to take me to pollo?,anybody want take pollo,0,1
"anyways never trust a bitch &amp; dont snitch
unless you looking for some Az and 1 ditch",anyways never trust bitch amp dont snitch unless looking az 1 ditch,1,1
apparently I'm pathetic trash alright (-:,apparently im pathetic trash alright,0,1
are you serious right now? Hypocritical and double standards? Fuck outta my face with that trash,serious right hypocritical double standard fuck outta face trash,1,1
"ask for my number he a lame I'm like cuh, mobbin with my bitches turn down for what",ask number lame im like cuh mobbin bitch turn,1,1
auto tranny,auto tranny,0,0
"aw shit, Fenkell in this bitch",aw shit fenkell bitch,1,1
awwwww Alex Smith broke his pussy,awwwww alex smith broke pussy,1,1
aye bitch try this,aye bitch try,1,1
aye jalen can I borrow 50 dollars?? It aint like yu aint got two jobs?? Well can I borrow some pussy? I aint like yu gone give up no head!,aye jalen borrow 50 dollar aint like yu aint got two job well borrow pussy aint like yu gone give head,1,1
b/c she likes black men and rap music? Huh lol RT @Magssca: @WaymoTheGod in general she wants to be colored,bc like black men rap music huh laugh loud rt magssca waymothegod general want colored,0,1
bad bitch,bad bitch,1,1
bad bitch bouncing on my pogo screamin yolo - that nigga juelz,bad bitch bouncing pogo screamin live nigga juelz,1,1
bad bitch from lansing....she could be a model...shes a model...,bad bitch lansingshe could modelshes model,1,1
bad bitch with me trying to blow me like a fuse,bad bitch trying blow like fuse,1,1
bad bitches is the only thing i like,bad bitch thing like,1,1
bae won his game &#128525; #redskins,significant game 128525 redskin,0,0
bahaha karma is a bitch,bahaha karma bitch,1,1
balling like I'm stunna bitch,balling like im stunna bitch,1,1
based god fucked all my bitches,based god fucked bitch,1,1
basement diving mook bastards,basement diving mook bastard,1,0
bats are cool as hell because they're basically half tiny fox half leather bird.,bat cool hell theyre basically half tiny fox half leather bird,0,0
beanies cumming real soon http://t.co/GlLjaQb6ty,beany cumming real soon httptcoglljaqb6ty,0,0
been a long December hasn't it? counting crows (:,long december hasnt counting crow,0,0
"before and after I started playing flappy bird ...
before: &#128522;&#127800;&#128077;&#9728;&#65039;
after: &#128545;&#128299;&#128165;&#128163;&#128293;&#128659;&#128658;",started playing flappy bird 128522127800128077972865039 128545128299128165128163128293128659128658,0,0
being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak,5am cat meowed nocturnal bird ultimate toughbreak,0,0
big bitches be sayin why yo eyes all on my stomach? Bitch why yo stomach all in my eyes,big bitch sayin hey eye stomach bitch hey stomach eye,1,1
bitch I be smokin gas I could start a ferrari!!!,bitch smokin gas could start ferrari,1,1
bitch I got the beef links,bitch got beef link,1,1
bitch I might b,bitch might b,1,1
bitch I need that body high do not fuck wit my head pleeeease,bitch need body high fuck wit head pleeeease,1,1
bitch I seen them tricks before #haannnn foh,bitch seen trick haannnn foh,1,1
"bitch I'm eating!!!!!! you are so blocked!!! RT @MayaAngelouFRO: STOP WHITE PEOPLE 2014 http://t.co/u7oXMK8nup""",bitch im eating blocked rt mayaangeloufro stop white people 2014 httptcou7oxmk8nup,1,1
bitch I'm me.... baby I'm me!!!,bitch im baby im,1,1
bitch I'm me..... so who u???,bitch im,1,1
bitch ass arod or shorty dont hit me back up,bitch as arod shorty dont hit back,1,1
bitch ass nigga,bitch as nigga,1,1
bitch betta get it right...shout out....ddaaawwgggffaaaccee cccaalldddeerooonn......dese hoes be aktin... http://t.co/FElt4DNd,bitch betta get rightshout outddaaawwgggffaaaccee cccaalldddeerooonndese hoe aktin httptcofelt4dnd,1,1
bitch can't hold herself down then she bound to drizzown.,bitch cant hold bound drizzown,1,1
bitch dick too bomb,bitch dick bomb,1,1
bitch don't run to the neighbor he's dead too,bitch dont run neighbor he amused,1,1
bitch get off my twitter hoe &#128074;,bitch get twitter hoe 128074,1,1
"bitch get out cha, bitch get out cha, bitch get out cha feelings.&#128079;&#127926; RT @bitemy_jordans: In my feelings... wtf",bitch get cha bitch get cha bitch get cha feelings128079127926 rt bitemyjordans feeling fuck,1,1
bitch goin downnnn hillllll,bitch goin downnnn hillllll,1,1
bitch gon bounce when boosie rapping dey probably scared not too,bitch gon bounce boosie rapping dey probably scared,1,1
bitch i will cut you,bitch cut,1,1
"bitch idc if you like me, but you will respect me",bitch I care like respect,1,1
"bitch im DEAD!! &#128128;&#128128;&#128584; RT @KingHov1313: Them heauxs gon put balloons in a corner &amp; take pics talkin bout ""We in V.I.P""&#128553;",bitch im amused 128128128128128584 rt kinghov1313 heauxs gon put balloon corner amp take pic talkin bout vip128553,1,1
bitch im is not bout to get no damn flu shot....ion care if it is free....,bitch im bout get damn flu shotion care free,1,1
"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em",bitch kill yoself go bathroom eat pill bitch em,1,1
bitch live a little.,bitch live little,1,1
"bitch made, dudes actin bitch made",bitch made dude actin bitch made,1,1
bitch niggas owe me money,bitch nigga owe money,1,1
bitch plz,bitch please,1,1
